"Geographic Area Name (NAME)","2022 NAICS code (NAICS2022)","Meaning of NAICS code (NAICS2022_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue ($1,000) (RCPTOT)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)","Production and/or development and exploration workers annual wages ($1,000) (PAYANPW)","Production workers first-quarter payroll ($1,000) (PAYQ1PW)","Production and/or development and exploration workers for pay period including March 12 (EMPQ1PW)","Construction, production and/or development and exploration workers annual hours (1,000) (HOURS)","Other employees annual wages ($1,000) (PAYANOM)","Other employees first-quarter payroll ($1,000) (PAYQ1OM)","Other employees for pay period including March 12 (EMPQ1OM)","Total fringe benefits ($1,000) (BENEFIT)","Employer's cost for health insurance ($1,000) (BENHEA)","Employer's cost for defined benefit pension plans ($1,000) (BENPEB)","Employer's cost for defined contribution plans ($1,000) (BENPEC)","Employer's cost for other fringe benefits ($1,000) (BENOTH)","Total cost of supplies and/or materials ($1,000) (CSTMTOT)","Cost of materials, components, packaging and/or supplies used, minerals received, or purchased machinery installed ($1,000) (CSTMPRT)","Cost of resales ($1,000) (CSTRSL)","Cost of contract work ($1,000) (CSTCNT)","Cost of purchased fuels consumed ($1,000) (CSTFU)","Cost of purchased electricity ($1,000) (CSTELEC)","Quantity of electricity purchased for heat and power (1,000 kWh) (ELECPCH)","Quantity of generated electricity (1,000 kWh) (ELECGEN)","Quantity of electricity sold or transferred (1,000 kWh) (ELECSLD)","Value added ($1,000) (VALADD)","Total inventories, beginning of year ($1,000) (INVTOTB)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, beginning of year ($1,000) (INVFINB)","Work-in-process inventories, beginning of year ($1,000) (INVWIPB)","Materials and/or supplies, parts, fuels, etc. inventories, beginning of year ($1,000) (INVMATB)","Total inventories, end of year ($1,000) (INVTOTE)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, end of year ($1,000) (INVFINE)","Work-in-process inventories, end of year ($1,000) (INVWIPE)","Materials and/or supplies, parts, fuels, etc. inventories, end of year ($1,000) (INVMATE)","Gross value of depreciable assets (acquisition costs), beginning of year ($1,000) (ASTBGN)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, beginning of year ($1,000) (ASTBBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, beginning of year ($1,000) (ASTBMCH)","Total capital expenditures for buildings, structures, machinery, and equipment (new and used) ($1,000) (CEXTOT)","Capital expenditures for buildings and other structures ($1,000) (CEXBLD)","Capital expenditures for machinery and equipment ($1,000) (CEXMCH)","Capital expenditures for automobiles, trucks, etc. for highway use ($1,000) (CEXMCHA)","Capital expenditures for computers and peripheral data processing equipment ($1,000) (CEXMCHC)","Capital expenditures for all other machinery and equipment ($1,000) (CEXMCHO)","Total retirements ($1,000) (ASRET)","Retirements for buildings and other structures ($1,000) (ASRBLD)","Retirements for machinery and equipment ($1,000) (ASRMCH)","Gross value of depreciable assets (acquisition costs, end of year) ($1,000) (ASTEND)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, end of year ($1,000) (ASTEBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, end of year ($1,000) (ASTEMCH)","Total depreciation during year ($1,000) (DPRTOT)","Total rental payments or lease payments ($1,000) (RPTOT)","Rental payments or lease payments for buildings and other structures ($1,000) (RPBLD)","Rental payments or lease payments for machinery and equipment ($1,000) (RPMCH)","Total other operating expenses ($1,000) (PCHTT)","Temporary staff and leased employee expenses ($1,000) (PCHTEMP)","Expensed computer hardware and other equipment ($1,000) (PCHCMPQ)","Expensed purchases of software ($1,000) (PCHEXSO)","Data processing and other purchased computer services ($1,000) (PCHDAPR)","Communication services ($1,000) (PCHCSVC)","Repair and maintenance services of buildings and/or machinery ($1,000) (PCHRPR)","Refuse removal (including hazardous waste) services ($1,000) (PCHRFUS)","Advertising and promotional services ($1,000) (PCHADVT)","Purchased professional and technical services ($1,000) (PCHPRTE)","Taxes and license fees ($1,000) (PCHTAX)","All other operating expenses ($1,000) (PCHOEXP)","Range indicating imputed percentage of total sales, value of shipments, or revenue (RCPTOT_IMP)","Range indicating imputed percentage of total annual payroll (PAYANN_IMP)","Range indicating imputed percentage of total employees (EMP_IMP)"
"United States","322230","Stationery Product Manufacturing","2022","295","348","6,280,826","824,882","201,275","15,661","566,838","138,216","12,202","23,781","258,044","63,059","3,459","216,424","100,669","4,388","15,764","95,603","3,865,799","3,526,298","197,934","79,991","8,293","53,283","583,247","D","D","2,444,833","707,422","368,839","33,595","304,988","772,591","382,292","49,948","340,351","1,606,334","266,147","1,340,187","136,611","30,049","106,562","11,066","10,381","85,115","71,897","17,844","54,053","1,671,048","278,352","1,392,696","136,111","67,738","57,819","9,919","383,135","32,170","7,040","6,962","3,386","7,499","57,379","7,466","13,238","14,551","16,664","216,780","10% to less than 20%","20% to less than 30%","30% to less than 40%"
"United States","32229","Other Converted Paper Product Manufacturing","2022","412","506","19,706,948","2,076,154","499,426","33,032","1,376,301","330,803","25,320","49,202","699,853","168,623","7,712","575,701","225,776","33,194","57,957","258,774","10,278,711","9,589,318","243,411","36,169","129,745","280,068","3,736,190","1,222","D","9,615,928","1,672,260","801,342","125,848","745,070","1,972,258","955,413","159,468","857,377","17,805,932","3,590,384","14,215,548","893,762","80,284","813,478","29,736","15,810","767,932","478,894","29,083","449,811","18,220,800","3,641,585","14,579,215","860,131","194,159","158,448","35,711","1,153,278","183,539","7,433","8,390","15,743","12,773","177,795","62,463","27,010","83,377","53,838","520,917","40% to less than 50%","10% to less than 20%","30% to less than 40%"
"United States","322291","Sanitary paper product manufacturing","2022","100","135","14,113,056","1,231,903","294,294","18,442","833,416","200,457","14,053","27,402","398,487","93,837","4,389","360,366","135,050","23,417","36,482","165,417","7,717,910","7,306,683","147,091","16,265","75,734","172,137","2,566,916","D","0","6,497,894","1,152,928","595,644","75,805","481,479","1,315,703","663,656","110,541","541,506","15,253,157","3,022,259","12,230,898","656,627","63,618","593,009","19,237","12,081","561,691","432,545","27,253","405,292","15,477,239","3,058,624","12,418,615","688,722","118,600","96,103","22,497","673,734","126,454","3,112","4,379","11,120","4,240","98,188","27,803","15,202","59,360","32,843","291,033","40% to less than 50%","10% to less than 20%","20% to less than 30%"
"United States","322299","All Other Converted Paper Product Manufacturing","2022","318","371","5,593,892","844,251","205,132","14,590","542,885","130,346","11,267","21,800","301,366","74,786","3,323","215,335","90,726","9,777","21,475","93,357","2,560,801","2,282,635","96,320","19,904","54,011","107,931","1,169,274","D","D","3,118,034","519,332","205,698","50,043","263,591","656,555","291,757","48,927","315,871","2,552,775","568,125","1,984,650","237,135","16,666","220,469","10,499","3,729","206,241","46,349","1,830","44,519","2,743,561","582,961","2,160,600","171,409","75,559","62,345","13,214","479,544","57,085","4,321","4,011","4,623","8,533","79,607","34,660","11,808","24,017","20,995","229,884","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"United States","323","Printing and Related Support Activities","2022","21,467","22,844","90,913,743","21,240,476","5,144,329","379,976","12,877,565","3,132,579","272,243","510,002","8,362,911","2,011,750","107,733","4,655,814","1,886,346","109,044","353,673","2,306,751","37,319,957","32,255,996","1,500,772","2,465,927","245,685","851,577","9,268,344","9,662","2,168","54,027,984","6,709,998","1,792,001","1,235,304","3,682,693","8,260,325","2,083,043","1,378,460","4,798,822","42,791,171","9,244,732","33,546,439","2,128,068","231,763","1,896,305","175,449","128,336","1,592,520","1,189,223","177,269","1,011,954","43,730,016","9,299,226","34,430,790","3,253,057","1,799,384","1,396,591","402,793","8,137,241","1,424,240","193,350","166,418","145,152","250,719","1,139,724","234,253","337,204","409,356","384,417","3,452,408","20% to less than 30%","10% to less than 20%","30% to less than 40%"
"United States","3231","Printing and Related Support Activities","2022","21,467","22,844","90,913,743","21,240,476","5,144,329","379,976","12,877,565","3,132,579","272,243","510,002","8,362,911","2,011,750","107,733","4,655,814","1,886,346","109,044","353,673","2,306,751","37,319,957","32,255,996","1,500,772","2,465,927","245,685","851,577","9,268,344","9,662","2,168","54,027,984","6,709,998","1,792,001","1,235,304","3,682,693","8,260,325","2,083,043","1,378,460","4,798,822","42,791,171","9,244,732","33,546,439","2,128,068","231,763","1,896,305","175,449","128,336","1,592,520","1,189,223","177,269","1,011,954","43,730,016","9,299,226","34,430,790","3,253,057","1,799,384","1,396,591","402,793","8,137,241","1,424,240","193,350","166,418","145,152","250,719","1,139,724","234,253","337,204","409,356","384,417","3,452,408","20% to less than 30%","10% to less than 20%","30% to less than 40%"
"United States","32311","Printing","2022","20,629","21,913","88,141,961","20,376,051","4,931,733","363,932","12,299,267","2,989,610","259,848","486,829","8,076,784","1,942,123","104,084","4,478,160","1,811,040","103,957","343,112","2,220,051","36,564,508","31,680,025","1,481,112","2,337,808","238,523","827,040","9,030,494","D","2,168","52,017,681","6,556,667","1,752,873","1,182,969","3,620,825","8,097,388","2,041,754","1,334,316","4,721,318","41,551,568","8,929,594","32,621,974","2,066,558","226,608","1,839,950","169,079","123,002","1,547,869","1,153,106","174,069","979,037","42,465,020","8,982,133","33,482,887","3,158,353","1,727,674","1,335,916","391,758","7,856,747","1,333,451","189,072","162,262","140,383","242,508","1,103,549","227,993","333,198","397,486","371,222","3,355,623","20% to less than 30%","10% to less than 20%","30% to less than 40%"
"United States","323111","Commercial Printing (except Screen and Books)","2022","14,115","15,229","70,699,618","16,278,391","3,947,869","273,019","9,691,559","2,363,130","192,437","364,798","6,586,832","1,584,739","80,582","3,619,072","1,491,207","88,300","275,710","1,763,855","29,162,657","25,272,971","1,006,240","2,014,715","190,426","678,305","7,402,240","6,968","D","41,905,536","5,048,290","1,347,106","964,493","2,736,691","6,287,301","1,576,224","1,103,950","3,607,127","36,508,904","7,526,591","28,982,313","1,716,607","181,661","1,534,946","131,486","99,970","1,303,490","1,028,268","150,504","877,764","37,197,243","7,557,748","29,639,495","2,749,535","1,409,606","1,077,748","331,858","6,072,725","1,105,273","162,379","133,111","111,071","188,819","909,783","189,736","209,899","318,091","299,174","2,445,389","20% to less than 30%","20% to less than 30%","30% to less than 40%"
"United States","323113","Commercial Screen Printing","2022","5,708","5,807","12,483,532","3,087,049","736,930","71,659","1,872,507","446,636","51,926","92,570","1,214,542","290,294","19,733","630,525","225,982","10,279","37,039","357,225","5,399,294","4,740,430","371,473","166,188","37,565","83,638","822,969","2,167","D","7,140,894","1,194,980","363,755","114,933","716,292","1,410,553","419,486","115,858","875,209","3,031,089","1,122,325","1,908,764","240,490","36,465","204,025","35,381","18,971","149,673","77,512","16,016","61,496","3,194,067","1,142,774","2,051,293","266,289","255,528","216,830","38,698","1,095,656","175,082","22,638","23,310","21,302","45,223","96,673","27,809","117,800","63,889","55,652","446,278","40% to less than 50%","10% to less than 20%","30% to less than 40%"
"United States","323117","Books Printing","2022","852","877","4,958,811","1,010,611","246,934","19,254","735,201","179,844","15,485","29,461","275,410","67,090","3,769","228,563","93,851","5,378","30,363","98,971","2,002,557","1,666,624","103,399","156,905","10,532","65,097","805,285","D","0","2,971,251","313,397","42,012","103,543","167,842","399,534","46,044","114,508","238,982","2,011,575","280,678","1,730,897","109,461","8,482","100,979","2,212","4,061","94,706","47,326","7,549","39,777","2,073,710","281,611","1,792,099","142,529","62,540","41,338","21,202","688,366","53,096","4,055","5,841","8,010","8,466","97,093","10,448","5,499","15,506","16,396","463,956","20% to less than 30%","10% to less than 20%","20% to less than 30%"
"United States","32312","Support Activities for Printing","2022","867","931","2,771,782","864,425","212,596","16,044","578,298","142,969","12,395","23,173","286,127","69,627","3,649","177,654","75,306","5,087","10,561","86,700","755,449","575,971","19,660","128,119","7,162","24,537","237,850","D","0","2,010,303","153,331","39,128","52,335","61,868","162,937","41,289","44,144","77,504","1,239,603","315,138","924,465","61,510","5,155","56,355","6,370","5,334","44,651","36,117","3,200","32,917","1,264,996","317,093","947,903","94,704","71,710","60,675","11,035","280,494","90,789","4,278","4,156","4,769","8,211","36,175","6,260","4,006","11,870","13,195","96,785","20% to less than 30%","10% to less than 20%","30% to less than 40%"
"United States","323120","Support Activities for Printing","2022","867","931","2,771,782","864,425","212,596","16,044","578,298","142,969","12,395","23,173","286,127","69,627","3,649","177,654","75,306","5,087","10,561","86,700","755,449","575,971","19,660","128,119","7,162","24,537","237,850","D","0","2,010,303","153,331","39,128","52,335","61,868","162,937","41,289","44,144","77,504","1,239,603","315,138","924,465","61,510","5,155","56,355","6,370","5,334","44,651","36,117","3,200","32,917","1,264,996","317,093","947,903","94,704","71,710","60,675","11,035","280,494","90,789","4,278","4,156","4,769","8,211","36,175","6,260","4,006","11,870","13,195","96,785","20% to less than 30%","10% to less than 20%","30% to less than 40%"
"United States","324","Petroleum and Coal Products Manufacturing","2022","790","1,995","883,348,475","12,433,210","3,384,152","99,068","7,128,219","1,878,953","63,692","137,186","5,304,991","1,505,199","35,376","4,128,780","1,295,463","788,416","710,662","1,334,239","709,192,082","661,710,112","32,657,517","1,059,437","9,375,311","4,389,705","60,201,610","21,843,475","9,368,315","179,548,030","36,284,193","16,114,244","9,296,896","10,873,053","44,912,940","19,055,054","11,747,723","14,110,163","274,713,725","62,768,416","211,945,309","10,917,840","2,863,126","8,054,714","144,718","315,957","7,594,039","2,046,431","693,913","1,352,518","283,585,134","64,937,629","218,647,505","19,109,275","1,014,938","244,904","770,034","25,704,586","1,585,268","88,512","117,703","117,447","62,180","8,744,770","1,011,418","100,772","1,818,152","3,501,736","8,556,628","10% to less than 20%","20% to less than 30%","10% to less than 20%"
"United States","3241","Petroleum and Coal Products Manufacturing","2022","790","1,995","883,348,475","12,433,210","3,384,152","99,068","7,128,219","1,878,953","63,692","137,186","5,304,991","1,505,199","35,376","4,128,780","1,295,463","788,416","710,662","1,334,239","709,192,082","661,710,112","32,657,517","1,059,437","9,375,311","4,389,705","60,201,610","21,843,475","9,368,315","179,548,030","36,284,193","16,114,244","9,296,896","10,873,053","44,912,940","19,055,054","11,747,723","14,110,163","274,713,725","62,768,416","211,945,309","10,917,840","2,863,126","8,054,714","144,718","315,957","7,594,039","2,046,431","693,913","1,352,518","283,585,134","64,937,629","218,647,505","19,109,275","1,014,938","244,904","770,034","25,704,586","1,585,268","88,512","117,703","117,447","62,180","8,744,770","1,011,418","100,772","1,818,152","3,501,736","8,556,628","10% to less than 20%","20% to less than 30%","10% to less than 20%"
"United States","32411","Petroleum Refineries","2022","50","131","825,220,146","9,010,667","2,564,074","57,192","4,965,190","1,365,600","33,776","76,853","4,045,477","1,198,474","23,416","3,083,565","896,957","708,222","555,223","923,163","674,061,885","628,577,669","32,061,391","727,705","8,718,946","3,976,174","55,772,457","20,643,104","D","155,803,712","30,593,381","13,402,051","8,678,155","8,513,175","37,868,237","15,714,983","11,010,674","11,142,580","253,344,614","57,075,111","196,269,503","9,550,754","2,536,811","7,013,943","62,923","293,842","6,657,178","1,658,354","624,675","1,033,679","261,237,014","58,987,247","202,249,767","17,806,098","647,707","90,561","557,146","22,539,600","1,382,065","45,080","102,557","87,969","29,930","8,001,849","859,884","24,445","1,653,484","3,276,688","7,075,649","10% to less than 20%","20% to less than 30%","10% to less than 20%"
"United States","324110","Petroleum Refineries","2022","50","131","825,220,146","9,010,667","2,564,074","57,192","4,965,190","1,365,600","33,776","76,853","4,045,477","1,198,474","23,416","3,083,565","896,957","708,222","555,223","923,163","674,061,885","628,577,669","32,061,391","727,705","8,718,946","3,976,174","55,772,457","20,643,104","D","155,803,712","30,593,381","13,402,051","8,678,155","8,513,175","37,868,237","15,714,983","11,010,674","11,142,580","253,344,614","57,075,111","196,269,503","9,550,754","2,536,811","7,013,943","62,923","293,842","6,657,178","1,658,354","624,675","1,033,679","261,237,014","58,987,247","202,249,767","17,806,098","647,707","90,561","557,146","22,539,600","1,382,065","45,080","102,557","87,969","29,930","8,001,849","859,884","24,445","1,653,484","3,276,688","7,075,649","10% to less than 20%","20% to less than 30%","10% to less than 20%"
"United States","32412","Asphalt Paving, Roofing, and Saturated Materials Manufacturing","2022","525","1,541","33,122,340","2,030,447","480,298","26,168","1,319,914","307,491","18,981","38,076","710,533","172,807","7,187","626,379","229,369","42,255","90,291","264,464","19,604,008","18,236,513","330,443","220,434","516,143","300,475","2,980,361","D","0","13,970,249","2,655,723","1,200,473","267,554","1,187,696","3,345,014","1,626,920","293,024","1,425,070","11,991,926","2,337,218","9,654,708","750,141","143,064","607,077","46,943","4,811","555,323","205,664","31,510","174,154","12,536,403","2,448,772","10,087,631","679,289","258,100","112,200","145,900","1,731,748","97,486","20,354","6,049","8,069","22,256","416,585","83,286","20,775","80,071","119,558","857,259","30% to less than 40%","20% to less than 30%","20% to less than 30%"
"United States","324121","Asphalt Paving Mixture and Block Manufacturing","2022","459","1,376","18,168,879","1,163,042","243,504","15,810","822,158","172,263","11,951","23,700","340,884","71,241","3,859","367,588","125,985","30,584","47,835","163,184","12,094,125","10,995,743","229,210","202,316","444,667","222,189","2,116,165","D","0","6,255,963","1,546,775","602,682","232,701","711,392","1,882,793","757,722","258,870","866,201","7,893,836","1,534,852","6,358,984","454,820","100,588","354,232","44,809","2,385","307,038","132,534","22,242","110,292","8,216,122","1,613,198","6,602,924","473,383","186,676","74,651","112,025","1,133,503","68,545","13,173","3,470","4,238","14,388","233,411","25,876","11,326","36,555","83,525","638,996","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"United States","324122","Asphalt Shingle and Coating Materials Manufacturing","2022","72","165","14,953,461","867,405","236,794","10,358","497,756","135,228","7,030","14,376","369,649","101,566","3,328","258,791","103,384","11,671","42,456","101,280","7,509,883","7,240,770","101,233","18,118","71,476","78,286","864,196","0","0","7,714,286","1,108,948","597,791","34,853","476,304","1,462,221","869,198","34,154","558,869","4,098,090","802,366","3,295,724","295,321","42,476","252,845","2,134","2,426","248,285","73,130","9,268","63,862","4,320,281","835,574","3,484,707","205,906","71,424","37,549","33,875","598,245","28,941","7,181","2,579","3,831","7,868","183,174","57,410","9,449","43,516","36,033","218,263","20% to less than 30%","10% to less than 20%","10% to less than 20%"
"United States","32419","Other Petroleum and Coal Products Manufacturing","2022","234","323","25,005,989","1,392,096","339,780","15,708","843,115","205,862","10,935","22,257","548,981","133,918","4,773","418,836","169,137","37,939","65,148","146,612","15,526,189","14,895,930","265,683","111,298","140,222","113,056","1,448,792","D","D","9,774,069","3,035,089","1,511,720","351,187","1,172,182","3,699,689","1,713,151","444,025","1,542,513","9,377,185","3,356,087","6,021,098","616,945","183,251","433,694","34,852","17,304","381,538","182,413","37,728","144,685","9,811,717","3,501,610","6,310,107","623,888","109,131","42,143","66,988","1,433,238","105,717","23,078","9,097","21,409","9,994","326,336","68,248","55,552","84,597","105,490","623,720","20% to less than 30%","10% to less than 20%","20% to less than 30%"
"United States","324191","Petroleum Lubricating Oil and Grease Manufacturing","2022","198","264","19,619,490","1,115,369","269,255","12,451","617,780","147,482","8,169","16,621","497,589","121,773","4,282","316,156","125,415","31,294","48,439","111,008","11,898,312","11,527,249","207,241","34,398","58,220","71,204","857,973","D","D","7,897,904","2,333,519","1,282,513","258,260","792,746","2,766,305","1,432,619","284,880","1,048,806","5,723,500","1,210,544","4,512,956","389,605","82,498","307,107","34,227","15,646","257,234","99,682","9,712","89,970","6,013,423","1,283,330","4,730,093","373,887","84,454","39,023","45,431","1,030,287","91,145","17,229","8,805","18,143","8,784","128,719","45,830","54,137","56,761","83,118","517,616","20% to less than 30%","20% to less than 30%","20% to less than 30%"
"United States","324199","All Other Petroleum and Coal Products Manufacturing","2022","37","59","5,386,499","276,727","70,525","3,257","225,335","58,380","2,766","5,636","51,392","12,145","491","102,680","43,722","6,645","16,709","35,604","3,627,877","3,368,681","58,442","76,900","82,002","41,852","590,819","D","D","1,876,165","701,570","229,207","92,927","379,436","933,384","280,532","159,145","493,707","3,653,685","2,145,543","1,508,142","227,340","100,753","126,587","625","1,658","124,304","82,731","28,016","54,715","3,798,294","2,218,280","1,580,014","250,001","24,677","3,120","21,557","402,951","14,572","5,849","292","3,266","1,210","197,617","22,418","1,415","27,836","22,372","106,104","10% to less than 20%","Less than 10%","Less than 10%"
"United States","325","Chemical Manufacturing","2022","10,806","14,961","900,972,532","77,054,053","19,531,080","888,737","40,731,718","10,202,407","570,191","1,124,691","36,322,335","9,328,673","318,546","22,558,743","8,628,557","1,266,895","3,284,176","9,379,115","429,698,848","384,056,007","15,365,882","6,314,151","13,231,471","10,731,337","161,829,387","50,629,311","19,585,226","478,336,395","112,675,852","54,226,995","19,381,907","39,066,950","125,109,120","59,326,322","21,345,291","44,437,507","525,600,617","125,507,870","400,092,747","31,473,187","7,429,828","24,043,359","748,035","781,694","22,513,630","12,409,310","2,658,657","9,750,653","544,664,494","130,279,041","414,385,453","38,534,759","4,804,104","2,631,050","2,173,054","71,814,650","6,180,758","790,391","829,925","453,823","559,858","10,742,919","5,014,348","2,745,471","8,668,381","3,734,311","32,094,465","40% to less than 50%","30% to less than 40%","30% to less than 40%"
